X,Y,code,plant_name,capacity_mw,fuel_src_primary,primary_output,fuel_src_secondary,secondary_output
-80.47,25.4756,665,G W Ivey,32.6,Natural Gas,32.6,,
-81.62597,30.36482,666,J D Kennedy,317.2,Natural Gas,317.2,,
-81.5525,30.4172,667,Northside Generating Station,1322,Natural Gas,524,Petroleum,798
-80.0677,26.61277,673,Tom G Smith,88,Natural Gas,52,Petroleum,36
-108.78768,43.21902,674,Pilot Butte,1.6,Hydro,1.6,,
-81.9228,28.0797,675,Larsen Memorial,124,Natural Gas,95,Other,29
-81.9229,28.0801,676,C D McIntosh Jr,892,Coal,342,Natural Gas,422
-72.53086,44.62528,678,W K Sanders,1.4,Hydro,1.4,,
-119.55801,37.07185,682,Kerckhoff 2,155,Hydro,155,,
-80.78012,28.49323,683,Indian River Plant,290,Natural Gas,290,,
-81.2881,28.2447,685,St Cloud,27,Natural Gas,27,,
-84.4,30.4522,688,Arvah B Hopkins,504,Natural Gas,364,Other,140
-84.20067,30.1623,689,S O Purdom,242,Natural Gas,242,,
-84.86387,30.70857,690,J Woodruff,43.5,Hydro,43.5,,
-106.24278,41.83528,692,Medicine Bow,6.1,Wind,6.1,,
-80.37755,27.63338,693,Vero Beach Municipal Power Plant,150,Natural Gas,150,,
-81.0927,24.71083,696,Marathon Generating Plant,22,Petroleum,22,,
-93.635,40.0786,698,Trenton North,13.5,Petroleum,13.5,,
-85.09155,32.66198,702,Bartletts Ferry,190.5,Hydro,190.5,,
-84.9222,34.1256,703,Bowen,3202,Coal,3202,,
-83.5406,34.7939,704,Burton,9.4,Hydro,9.4,,
-84.1376,31.6028,706,Flint River,6.6,Hydro,6.6,,
-85.0805,32.60965,707,Goat Rock,38.8,Hydro,38.8,,
-85.3456,34.2528,708,Hammond,840,Coal,840,,
-83.2983,33.195,709,Harllee Branch,1282,Coal,1282,,
-84.4758,33.8239,710,Jack McDonough,2578,Natural Gas,2578,,
-85.16779,32.81384,711,Langdale,0.6,Hydro,0.6,,
-83.84192,33.32077,712,Lloyd Shoals,22.2,Hydro,22.2,,
-121.59338,39.89349,714,Toadtown,1.5,Hydro,1.5,,
-81.54616,31.21364,715,McManus,538,Petroleum,538,,
-84.3827,33.9684,717,Morgan Falls,9.8,Hydro,9.8,,
-83.50107,34.75527,718,Nacoochee,6,Hydro,6,,
-84.99559,32.49879,719,North Highlands,33.8,Hydro,33.8,,
-84.9969,32.5163,720,Oliver Dam,59,Hydro,59,,
-83.2028,33.1403,722,Sinclair Dam,43.8,Hydro,43.8,,
-83.37547,34.73133,723,Tallulah Falls,72,Hydro,72,,
-83.4063,34.7504,724,Terrora,16.6,Hydro,16.6,,
-83.3519,34.7133,725,Tugalo,52,Hydro,52,,
-84.1347,31.44473,727,Mitchell,217,Coal,155,Petroleum,62
-84.8986,33.4622,728,Yates,1286,Coal,1286,,
-83.34264,34.68148,729,Yonah,28.5,Hydro,28.5,,
-81.145,32.0411,732,Boulevard,14,Natural Gas,14,,
-81.1458,32.1486,733,Kraft,333,Coal,201,Natural Gas,132
-82.05124,33.56264,736,Stevens Creek,12,Hydro,12,,
-117.5257,34.10345,745,Etiwanda,23.9,Hydro,23.9,,
-81.3633,27.4439,748,Phillips,36,Petroleum,36,,
-120.31203,37.81645,751,Moccasin Low Head Hydro Project,2.9,Hydro,2.9,,
-83.942,31.8477,752,Lake Blackshear Project,15.2,Hydro,15.2,,
-83.94073,31.84471,753,Crisp Plant,14,Coal,10,Natural Gas,4
-82.8219,34.3564,754,Hartwell Lake,420,Hydro,420,,
-82.12634,36.34161,757,Blue Ridge,17.3,Hydro,17.3,,
-84.08765,34.95915,758,Nottely,20.1,Hydro,20.1,,
-84.07737,34.16228,759,Buford,126.8,Hydro,126.8,,
-84.7282,34.1637,760,Allatoona,72,Hydro,72,,
-85.0639,31.6256,761,Walter F George,168,Hydro,168,,
-97.08576,36.71979,762,Ponca,34,Natural Gas,34,,
-158.12885,21.3564,765,Kahe,582.1,Petroleum,582.1,,
-157.96152,21.389,766,Waiau,456.6,Petroleum,456.6,,
-155.9817,19.6306,768,Waimea,7.5,Petroleum,7.5,,
-155.0625,19.7052,769,Kanoelehua,20,Petroleum,20,,
-155.0908,19.7264,771,Puueo,3.1,Hydro,3.1,,
-155.0607,19.7041,772,W H Hill,35.5,Petroleum,35.5,,
-155.1189,19.7203,774,Waiau,1,Hydro,1,,
-121.11948,39.58041,776,Sly Creek,9,Hydro,9,,
-101.6681,41.2114,785,Kingsley,38,Hydro,38,,
-72.03589,44.32633,788,East Barnet,1.9,Hydro,1.9,,
-145.7531,60.555,789,Orca,10.7,Petroleum,10.7,,
-112.10185,43.42022,790,Gem State,23.4,Hydro,23.4,,
-98.19473,29.87056,791,Canyon,6,Hydro,6,,
-157.0647,21.106,792,Palaau Power,14,Petroleum,14,,
-96.96381,33.06847,794,Lewisville,2,Hydro,2,,
-70.22085,44.09946,805,Charles E Monty,28,Hydro,28,,
-75.109,43.3121,808,Jarvis (Hinckley),4,Hydro,4,,
-112.8764,42.7778,809,American Falls,110.4,Hydro,110.4,,
-115.07099,42.91379,810,Bliss,81.4,Hydro,81.4,,
-116.8975,44.8367,811,Brownlee,744,Hydro,744,,
-115.97786,42.94487,812,C J Strike,94.2,Hydro,94.2,,
-116.0483,44.5256,813,Cascade,14.4,Hydro,14.4,,
-114.78012,42.66701,814,Clear Lake,2.1,Hydro,2.1,,
-114.90617,42.86578,815,Lower Malad,15.3,Hydro,15.3,,
-114.90361,42.84161,816,Lower Salmon,71.9,Hydro,71.9,,
-113.88531,45.18337,817,Salmon Diesel,5.4,Petroleum,5.4,,
-114.4033,42.5975,818,Shoshone Falls,13.9,Hydro,13.9,,
-116.3791,43.2435,819,Swan Falls,29.4,Hydro,29.4,,
-114.83672,42.74054,820,Thousand Springs,8,Hydro,8,,
-114.3553,42.5892,821,Twin Falls,53.2,Hydro,53.2,,
-114.92469,42.76742,822,Upper Salmon A,18.2,Hydro,18.2,,
-114.88554,42.86427,823,Upper Malad,8.1,Hydro,8.1,,
-111.49733,44.07863,825,Ashton,7.2,Hydro,7.2,,
-111.79397,42.53675,827,Grace,33,Hydro,33,,
-111.74853,42.26777,829,Oneida,27.9,Hydro,27.9,,
-111.69669,42.64455,831,Soda,15.2,Hydro,15.2,,
-116.05306,48.08444,833,Cabinet Gorge,254.6,Hydro,254.6,,
-116.95389,47.70333,835,Post Falls,17.5,Hydro,17.5,,
-120.93251,39.27211,839,Scott Flat,0.9,Hydro,0.9,,
-116.2977,46.5143,840,Dworshak,400,Hydro,400,,
-112.04541,43.4914,841,City Power Plant,8,Hydro,8,,
-112.0626,43.4684,843,Lower No 2,3,Hydro,3,,
-112.05095,43.55269,844,Upper Power Plant,8,Hydro,8,,
-121.0591,39.0096,846,Combie South,1.3,Hydro,1.3,,
-111.20575,43.33485,850,Palisades,176.4,Hydro,176.4,,
-116.99859,48.18025,851,Albeni Falls,42,Hydro,42,,
-89.6631,40.5958,856,E D Edwards,650,Coal,650,,
-89.4031,39.0586,861,Coffeen,895,Coal,895,,
-89.51116,37.6577,862,Grand Tower Energy Center LLC,513,Natural Gas,513,,
-88.27,41.39,869,Dresden Generating Station,1786.5,Nuclear,1786.5,,
-88.1153,41.4931,874,Joliet 9,314,Coal,314,,
-89.49639,39.59056,876,Kincaid Generation LLC,1158,Coal,1158,,
-89.6786,40.5408,879,Powerton,1538,Coal,1538,,
-90.31028,41.72611,880,Quad Cities Generating Station,1819,Nuclear,1819,,
-87.8133,42.3833,883,Waukegan,796.8,Coal,689,Petroleum,107.8
-88.0629,41.6334,884,Will County,761,Coal,761,,
-87.6533,41.8508,886,Fisk Street,197.2,Petroleum,197.2,,
-88.85889,37.2094,887,Joppa Steam,948,Coal,948,,
-89.8544,38.205,889,Baldwin Energy Complex,1775,Coal,1775,,
-90.08,40.2797,891,Havana,428,Coal,428,,
-89.315,41.3028,892,Hennepin Power Station,285,Coal,285,,
-89.0725,41.2897,894,Oglesby,54,Natural Gas,54,,
-90.0461,38.7314,895,Stallings,82,Natural Gas,82,,
-90.1347,38.8639,898,Wood River,456,Coal,456,,
-90.53402,41.50996,899,Moline,69.9,Natural Gas,66.7,Hydro,3.2
-122.7677,38.8348,902,Bottle Rock Power,10,Geothermal,10,,
-89.0756,42.4511,903,Rockton,1.1,Hydro,1.1,,
-118.6867,34.8158,905,Alamo,17,Hydro,17,,
-90.1764,38.6642,913,Venice,491,Natural Gas,491,,
-119.25776,46.98251,917,Quincy Chute,9.4,Hydro,9.4,,
-111.33438,39.20562,925,Hydro Plant No 3,2.6,Hydro,2.6,,
-89.52451,38.60746,934,Breese,14.5,Petroleum,14.5,,
-90.5408,40.5483,935,Bushnell,10.8,Petroleum,10.8,,
-89.3583,38.6106,936,Carlyle,12.5,Petroleum,12.5,,
-88.1631,38.0967,937,Carmi,15.6,Petroleum,15.6,,
-88.3594,38.3783,940,Fairfield,7.5,Petroleum,7.5,,
-88.63876,40.24611,941,Farmer City,9.7,Natural Gas,4.1,Petroleum,5.6
-89.91444,38.42556,943,Freeburg,15.8,Petroleum,15.8,,
-90.14855,41.45149,944,Geneseo,26.3,Natural Gas,19.5,Petroleum,3.8
-89.6875,38.7333,946,Highland,16.8,Petroleum,16.8,,
-88.5453,38.0925,948,McLeansboro,8.4,Petroleum,8.4,,
-87.68513,39.39214,949,Marshall,16.9,Petroleum,16.9,,
-89.1123,41.3237,955,Peru,34.3,Petroleum,27.5,Hydro,6.8
-84.64662,30.38852,956,C H Corn Hydroelectric Facility,11,Hydro,11,,
-89.3817,41.3767,957,Princeton,37.7,Natural Gas,37.7,,
-89.1594,40.31222,958,Rantoul,24.2,Petroleum,24.2,,
-89.9931,38.2064,959,Red Bud,14.3,Petroleum,14.3,,
-89.0498,41.9093,960,North Ninth Street,14.3,Natural Gas,12.5,Petroleum,1.8
-89.0504,41.9092,961,South Main Street,3.6,Natural Gas,3.6,,
-89.60239,39.7548,963,Dallman,534,Coal,534,,
-89.60051,39.75733,964,Lakeside,5.1,Petroleum,5.1,,
-89.64165,39.80687,965,Reynolds,14,Petroleum,14,,
-88.61194,39.59667,969,Sullivan,24.5,Petroleum,24.5,,
-90.15894,38.33479,971,Waterloo,28.3,Natural Gas,13.2,Petroleum,15.1
-87.73103,42.11559,972,Winnetka,33.4,Natural Gas,28.2,Petroleum,5.2
-88.95311,37.61975,976,Marion,430,Coal,290,Natural Gas,140
-85.4206,38.7378,983,Clifty Creek,1173,Coal,1173,,
-85.965,41.6928,986,Elkhart,1.6,Hydro,1.6,,
-111.7053,42.60335,987,Last Chance,1.4,Hydro,1.4,,
-84.8594,39.0814,988,Tanners Creek,990,Coal,990,,
-86.1322,41.665,989,Twin Branch,2.9,Hydro,2.9,,
-86.19687,39.71132,990,Harding Street,929,Coal,618,Natural Gas,288
-86.4183,39.48517,991,Eagle Valley,260,Coal,257,Petroleum,3
-86.1667,39.7631,992,CC Perry K,16.4,Coal,16.4,,
-87.2525,38.5281,994,AES Petersburg,1709.5,Coal,1701.5,Petroleum,8
-87.1225,41.645,995,Bailly,511,Coal,480,Natural Gas,31
-86.9086,41.7208,997,Michigan City,469,Coal,469,,
-86.76,40.7803,998,Norway,4,Hydro,4,,
-86.7528,40.6564,999,Oakdale,6,Hydro,6,,
-87.4244,39.9242,1001,Cayuga,1104,Coal,995,Natural Gas,99
-85.1758,39.6561,1002,Connersville,86,Petroleum,86,,
-87.2472,38.8067,1004,Edwardsport,571,Other Fossil Gasses,571,,
-84.964,38.7795,1005,Markland,45,Hydro,45,,
-85.8178,40.7884,1006,Miami Wabash,80,Petroleum,80,,
-85.9714,40.0969,1007,Noblesville,285.2,Natural Gas,285.2,,
-85.8381,38.2636,1008,R Gallagher,280,Coal,280,,
-87.4247,39.53,1010,Wabash River,676,Coal,668,Petroleum,8
-87.60488,37.96912,1011,Broadway,115,Natural Gas,115,,
-87.3275,37.9111,1012,F B Culley,360,Coal,360,,
-87.5172,38.0211,1013,Northeast,20,Natural Gas,20,,
-78.8294,35.0986,1016,Butler-Warner Generation Plant,225,Natural Gas,225,,
-111.62149,39.25591,1020,Manti Lower,1,Hydro,1,,
-86.8992,40.04889,1024,Crawfordsville,24.1,Coal,23.2,Petroleum,0.9
-86.36029,40.75886,1032,Logansport,53.5,Coal,38.5,Natural Gas,15
-86.0575,40.7551,1037,Peru,33.8,Coal,32,Petroleum,1.8
-87.15447,40.93953,1038,Rensselaer City Light Plant,21.1,Petroleum,21.1,,
-84.8953,39.8028,1040,Whitewater Valley,99.7,Coal,99.7,,
-87.2662,38.5201,1043,Frank E Ratts,224,Coal,224,,
-90.65861,42.5031,1046,Dubuque,70.2,Natural Gas,66.8,Petroleum,3.4
-91.1675,43.3359,1047,Lansing,251.7,Coal,249.4,Petroleum,2.3
-90.23361,41.8081,1048,Milton L Kapp,204.1,Coal,204.1,,
-91.7781,42.1011,1060,Duane Arnold Energy Center,601.4,Nuclear,601.4,,
-90.69766,42.06999,1067,Iowa Hydro LLC,1.2,Hydro,1.2,,
-92.863,42.048,1068,Marshalltown,154.5,Petroleum,154.5,,
-91.63917,41.94404,1073,Prairie Creek,157.4,Coal,157.4,,
-92.85944,42.04733,1077,Sutherland,110.7,Natural Gas,110.7,,
-91.564,41.67188,1079,Coralville GT,65.9,Natural Gas,65.9,,
-90.4481,41.54,1081,Riverside,133.3,Coal,133.3,,
-95.8408,41.18,1082,Walter Scott Jr Energy Center,1635.5,Coal,1635.5,,
-93.6195,41.59022,1084,River Hills,116.9,Natural Gas,116.9,,
-96.36171,42.29979,1091,George Neal North,909.9,Coal,909.9,,
-92.6932,43.0563,1097,Merle Parr,32.6,Natural Gas,32.6,,
-91.11667,40.7412,1104,Burlington,273.9,Coal,212,Natural Gas,61.9
-92.87306,40.7478,1105,Centerville,57.8,Petroleum,57.8,,
-91.3719,40.3965,1109,Keokuk,140.5,Hydro,140.5,,
-94.2392,43.0733,1120,Algona,16.1,Petroleum,16.1,,
-95.3039,42.6733,1121,Alta Municipal Utilities,1.9,Petroleum,1.9,,
-93.6089,42.0258,1122,Ames Electric Services Power Plant,99.6,Coal,99.6,,
-94.7689,41.4444,1123,Anita,2.7,Petroleum,2.7,,
-95,41.409,1124,Atlantic,13.8,Natural Gas,9.8,Petroleum,4
-94.21707,43.29263,1125,Bancroft,4.4,Petroleum,4.4,,
-90.4167,42.25,1126,Bellevue,7.5,Petroleum,7.5,,
-92.4253,40.7031,1127,Bloomfield,6.9,Natural Gas,6.5,Petroleum,0.4
-92.4479,41.7278,1128,Brooklyn,2,Petroleum,2,,
-91.11374,42.2275,1129,Cascade,4.9,Petroleum,4.9,,
-92.476,42.512,1130,Gas Turbine,34,Natural Gas,34,,
-92.4394,42.5267,1131,Streeter Station,49.4,Coal,15.7,Natural Gas,33.7
-91.5581,42.2925,1132,Coggon,3.2,Petroleum,3.2,,
-94.7669,40.974,1134,Corning,6.8,Petroleum,6.8,,
-94.0581,42.2525,1135,Dayton,1.8,Petroleum,1.8,,
-94.8433,43.4028,1137,Estherville,13.7,Natural Gas,12.6,Petroleum,1.1
-93.63538,43.26324,1138,Forest City Light Plant,21.2,Petroleum,21.2,,
-94.2702,42.27451,1141,Gowrie,2.2,Petroleum,2.2,,
-94.7498,43.2397,1142,Graettinger,3.6,Petroleum,3.6,,
-94.3699,42.0296,1143,Grand Junction,1.6,Petroleum,1.6,,
-94.46056,41.30389,1144,Greenfield,5.5,Petroleum,5.5,,
-92.77232,42.36309,1145,Grundy Center City Light Plant,8.7,Petroleum,8.7,,
-95.31528,41.64454,1146,Harlan,3.2,Petroleum,3.2,,
-93.56327,41.35949,1150,Indianola,51.2,Petroleum,51.2,,
-95.3153,43.4301,1153,Lake Park,4,Petroleum,4,,
-93.5322,43.4172,1154,Lake Mills,18.5,Petroleum,18.5,,
-93.9326,40.622,1155,Lamoni Municipal Utilities,10,Petroleum,10,,
-92.1967,42.3194,1156,La Porte,7.1,Petroleum,7.1,,
-94.8506,42.8486,1157,Laurens,8.3,Petroleum,8.3,,
-94.5589,40.88,1158,Lenox,4,Petroleum,4,,
-95.0347,41.9067,1160,Manning,7.9,Petroleum,7.9,,
-90.665,42.03556,1162,Maquoketa 1,22,Natural Gas,16.9,Petroleum,5.1
-91.17493,43.02373,1163,McGregor,2,Petroleum,2,,
-95.14834,43.32608,1164,Milford,6.5,Petroleum,6.5,,
-92.5228,41.58603,1165,Montezuma,9.4,Natural Gas,3.9,Petroleum,5.5
-91.5622,40.9742,1166,Mt Pleasant,24,Petroleum,24,,
-91.0569,41.3917,1167,Muscatine Plant #1,230.7,Coal,230.7,,
-92.3201,43.0689,1168,New Hampton,24.1,Natural Gas,13.5,Petroleum,10.6
-94.0462,42.0372,1169,Ogden,4,Petroleum,4,,
-92.81056,43.27972,1172,Osage,16.8,Natural Gas,3.1,Petroleum,13.2
-92.41487,41.01635,1173,Ottumwa City of,3.2,Hydro,3.2,,
-90.3911,42.0661,1176,Preston,3.2,Natural Gas,1.8,Petroleum,1.4
-95.62596,43.08713,1177,Primghar,1.4,Petroleum,1.4,,
-92.95972,43.053,1180,Rockford,2.9,Petroleum,2.9,,
-96.16917,43.42944,1181,Rock Rapids,2.5,Petroleum,2.5,,
-95.7261,43.405,1184,Sibley One,4.8,Petroleum,4.8,,
-95.14426,43.14458,1186,Spencer,17,Petroleum,17,,
-93.16333,42.01667,1187,State Center,6.3,Natural Gas,2.5,Petroleum,3.8
-93.60048,42.18608,1188,Story City,13.5,Petroleum,13.5,,
-94.3172,41.50389,1190,Stuart,2.7,Petroleum,2.7,,
-92.0978,42.8464,1191,Sumner,5.5,Petroleum,5.5,,
-92.4636,42.1926,1192,Traer Main,3.7,Petroleum,3.7,,
-94.9758,40.9556,1193,Villisca Municipal Power Plant,4,Petroleum,4,,
-92.0222,42.1697,1194,Vinton,17.1,Petroleum,17.1,,
-93.81499,42.47102,1198,Webster City,20.7,Petroleum,20.7,,
-94.44557,42.96115,1199,West Bend,6.4,Petroleum,6.4,,
-91.26405,41.56913,1200,West Liberty,14.8,Petroleum,14.8,,
-94.42194,43.06444,1201,Whittemore,1.9,Petroleum,1.9,,
-91.01946,41.58775,1202,Wilton,9.1,Petroleum,9.1,,
-94.0219,41.3215,1203,Winterset,13.6,Petroleum,13.6,,
-94.3472,41.1136,1206,Summit Lake,75.4,Natural Gas,75.4,,
-95.2569,43.1606,1217,Earl F Wisdom,113.5,Coal,37.5,Natural Gas,76
-101.5319,39.7581,1224,Bird City,4,Petroleum,4,,
-101.0382,39.403,1225,Colby,13,Natural Gas,13,,
-100.7619,37.1611,1230,Cimarron River,74.9,Natural Gas,74.9,,
-99.9497,37.7328,1233,Fort Dodge,147.8,Natural Gas,147.8,,
-98.8689,38.41,1235,Great Bend,100.6,Natural Gas,100.6,,
-94.6987,37.07262,1239,Riverton,284,Coal,92,Natural Gas,192
-97.52167,37.7903,1240,Gordon Evans Energy Center,824,Natural Gas,821,Petroleum,3
-94.6456,38.3481,1241,La Cygne,1415.3,Coal,1415.3,,
-97.41361,37.5967,1242,Murray Gill,293,Natural Gas,293,,
-97.87472,38.0906,1248,Hutchinson Energy Center,399,Natural Gas,334,Petroleum,65
-95.26917,39.0072,1250,Lawrence Energy Center,531,Coal,531,,
-95.56889,39.0539,1252,Tecumseh Energy Center,205,Coal,205,,
-98.0311,37.1517,1258,Anthony,11.1,Natural Gas,11.1,,
-99.76307,37.19379,1259,Ashland,4.2,Natural Gas,1.3,Petroleum,2.9
-96.97193,37.67845,1261,Augusta Electric Plant No 1,9.5,Natural Gas,8.5,Petroleum,1
-95.205,38.7897,1262,Baldwin City Plant No 1,4.3,Petroleum,4.3,,
-97.6505,39.8081,1263,Belleville,14.3,Petroleum,14.3,,
-98.1122,39.4578,1264,Beloit,16.8,Petroleum,16.8,,
-95.8528,38.7633,1265,Burlingame,3.6,Natural Gas,3.6,,
-95.4458,38.1134,1266,Burlington,11.4,Natural Gas,9.4,Petroleum,2
-95.4586,37.6953,1268,Chanute 2,46,Natural Gas,46,,
-97.12721,39.37397,1270,Clay Center,29.7,Natural Gas,29.7,,
-95.61269,37.03734,1271,Coffeyville,57,Natural Gas,53,Petroleum,4
-101.05837,39.39441,1272,Colby City of,13.5,Petroleum,13.5,,
-98.5806,38.35556,1274,Ellinwood,6.9,Petroleum,6.9,,
-95.2375,37.56681,1276,Erie,3.9,Petroleum,3.9,,
-95.2594,38.2858,1278,Garnett Municipal,10.2,Petroleum,10.2,,
-94.83932,37.50771,1279,Girard,9.5,Natural Gas,9.5,,
-101.70519,39.34162,1280,Goodland,16.1,Natural Gas,15.4,Petroleum,0.7
-96.9411,38.6728,1283,Herington,1.5,Petroleum,1.5,,
-99.8239,39.3781,1285,Hill City,6.2,Natural Gas,6.2,,
-98.7758,38.5275,1286,Hoisington,14.1,Natural Gas,13,Petroleum,1.1
-95.73155,39.4735,1287,Holton,19.4,Natural Gas,6,Petroleum,13.4
-95.42557,37.92308,1291,Iola,24.5,Natural Gas,10,Petroleum,14.5
-99.8989,38.0853,1292,Jetmore,5,Petroleum,5,,
-94.65139,39.0867,1294,Kaw,140.3,Natural Gas,140.3,,
-94.6381,39.1492,1295,Quindaro,322,Coal,207,Natural Gas,13
-98.07036,37.38311,1296,Kingman Municipal Power and Light Plant,18,Natural Gas,18,,
-99.30833,38.53167,1297,La Crosse,4.6,Petroleum,4.6,,
-99.1125,38.17972,1299,Larned,16,Petroleum,16,,
-98.1472,39.0408,1300,Lincoln,9.1,Natural Gas,9.1,,
-97.68335,38.36341,1305,McPherson 2,156.1,Natural Gas,104,Petroleum,52.1
-100.3261,37.225,1306,Meade,6.8,Natural Gas,5.1,Petroleum,1.7
-97.7086,39.1194,1307,Minneapolis City of,8,Natural Gas,6.2,Petroleum,1.8
-97.24675,37.47245,1308,Mulvane Power Plant,6.4,Natural Gas,4.3,Petroleum,2.1
-100.5289,39.8217,1312,Oberlin,5.2,Natural Gas,5.2,,
-95.8186,38.6406,1313,Osage City,11.5,Natural Gas,10.1,Petroleum,1.4
-94.9775,38.5042,1314,Osawatomie City of,5.6,Petroleum,5.6,,
-98.6903,39.44198,1315,Osborne,6,Natural Gas,1.7,Petroleum,4.3
-95.27974,38.61558,1316,Ottawa,26,Natural Gas,26,,
-98.7433,37.6359,1317,Pratt,14.5,Natural Gas,13,Petroleum,1.5
-98.85694,38.89333,1319,Russell Downtown,14.4,Natural Gas,9.4,Petroleum,5
-95.80337,39.90492,1320,Sabetha Power Plant,18.7,Natural Gas,4.1,Petroleum,14.6
-101.8122,39.7736,1321,St Francis,5.9,Petroleum,5.9,,
-98.7633,38.0083,1322,St John,5,Petroleum,5,,
-101.7481,38.8917,1324,Sharon Spring,2.9,Natural Gas,2.9,,
-98.5928,37.9553,1325,Stafford,4.2,Petroleum,4.2,,
-98.1986,38.2025,1326,Sterling,8.3,Petroleum,8.3,,
-99.2947,39.3772,1327,Stockton,5.4,Natural Gas,5.4,,
-96.3086,39.1992,1328,Wamego,11.6,Natural Gas,11.6,,
-97.0556,39.8189,1329,Washington,7.4,Petroleum,7.4,,
-97.4057,37.26137,1330,Wellington 1,23.5,Natural Gas,19.5,Petroleum,4
-97.011,37.2354,1332,West 14th Street,11.1,Natural Gas,11.1,,
-100.8956,37.9703,1336,Garden City,222,Natural Gas,222,,
-82.6176,38.1707,1353,Big Sandy,1060,Coal,1060,,
-84.7028,37.7864,1354,Dix Dam,31.5,Hydro,31.5,,
-84.71257,37.78831,1355,E W Brown,1496,Coal,684,Natural Gas,812
-85.035,38.7497,1356,Ghent,1932,Coal,1932,,
-87.1214,37.3636,1357,Green River,163,Coal,163,,
-84.5194,38.0794,1358,Haefling,24,Natural Gas,24,,
-84.7247,37.8297,1359,Mother Ann Lee,2.1,Hydro,2.1,,
-85.8892,38.1831,1363,Cane Run,577,Coal,563,Natural Gas,14
-85.9103,38.0525,1364,Mill Creek,1472,Coal,1472,,
-85.7792,38.2832,1365,Ohio Falls,56,Hydro,56,,
-85.8417,38.22359,1366,Paddys Run,182,Natural Gas,182,,
-85.70233,38.28028,1368,Zorn,14,Natural Gas,14,,
-88.2211,37.0217,1371,Barkley,148,Hydro,148,,
-87.0608,37.7942,1374,Elmer Smith,398.7,Coal,398.7,,
-84.2383,38.2049,1376,Paris,11.9,Petroleum,11.9,,
-88.2692,37.0131,1377,Kentucky Dam,222.5,Hydro,222.5,,
-86.9783,37.2608,1378,Paradise,2201,Coal,2201,,
-88.775,37.1517,1379,Shawnee,1330,Coal,1330,,
-85.147,36.8691,1380,Wolf Creek,312,Hydro,312,,
-86.7911,37.9631,1381,Kenneth C Coleman,443,Coal,443,,
-87.5028,37.6469,1382,HMP&L Station Two Henderson,312,Coal,312,,
-87.5019,37.6461,1383,Robert A Reid,123,Coal,65,Petroleum,58
-84.5919,36.9981,1384,Cooper,341,Coal,341,,
-84.2619,37.8806,1385,Dale,195,Coal,195,,
-91.1864,30.4922,1391,Louisiana 1,382.4,Natural Gas,382.4,,
-91.1864,30.4922,1392,Louisiana 2,138,Natural Gas,138,,
-93.2911,30.2844,1393,R S Nelson,1309,Coal,540,Natural Gas,556
-91.1164,30.2743,1394,Willow Glen,1752,Natural Gas,1752,,
-92.26111,30.8439,1396,Coughlin Power Station,732,Natural Gas,732,,
-91.5425,29.82222,1400,Teche,380,Natural Gas,380,,
-89.53726,29.35915,1401,Buras,12,Natural Gas,12,,
-90.46169,30.00507,1402,Little Gypsy,1169.3,Natural Gas,1169.3,,
-90.1458,29.9472,1403,Nine Mile Point,1519.2,Natural Gas,1519.2,,
-92.0792,32.7047,1404,Sterlington,174,Natural Gas,174,,
-89.9372,30.0081,1409,Michoud,781.2,Natural Gas,781.2,,
-93.7611,32.5181,1416,Arsenal Hill,116,Natural Gas,116,,
-93.9597,32.7047,1417,Lieberman,268,Natural Gas,268,,
-91.5425,29.82222,1435,Franklin,8,Natural Gas,8,,
-90.7225,29.5806,1439,Houma,72.1,Natural Gas,72.1,,
-92.04626,30.23804,1443,Louis Doc Bonin,256,Natural Gas,256,,
-93.29436,32.60464,1447,Minden,33.9,Natural Gas,25,Petroleum,8.9
-91.18849,29.69144,1449,Morgan City,51,Natural Gas,51,,
-91.36833,30.72611,1453,New Roads,7,Natural Gas,7,,
-91.2567,30.27333,1455,Plaquemine,37.9,Natural Gas,37.9,,
-92.2486,30.2044,1456,Rayne,7,Petroleum,7,,
-91.3556,30.6739,1464,Big Cajun 1,430,Natural Gas,430,,
-68.2869,44.3817,1466,Bar Harbor,8,Petroleum,8,,
-67.0033,44.9136,1468,Eastport,3.4,Petroleum,3.4,,
-68.4306,44.5442,1469,Ellsworth Hydro Station,9.3,Hydro,9.3,,
-68.6572,45.2386,1472,Howland Hydro Station,1.8,Hydro,1.8,,
-68.5444,45.6078,1474,Medway,8,Petroleum,8,,
-68.64504,44.94206,1475,Milford Hydro Station,7.8,Hydro,7.8,,
-68.6833,44.9094,1478,Stillwater Hydro Station,2.1,Hydro,2.1,,
-70.2015,44.13533,1480,Androscoggin 3,3.4,Hydro,3.4,,
-70.5525,43.6136,1481,Bar Mills,4,Hydro,4,,
-70.61155,43.68769,1482,Bonny Eagle,9,Hydro,9,,
-69.96782,43.92049,1483,Brunswick,20,Hydro,20,,
-70.2544,43.6436,1484,Cape Gas Turbine,32,Petroleum,32,,
-70.4472,43.4956,1486,Cataract,8,Hydro,8,,
-70.22192,44.092,1487,Continental Mills,1.4,Hydro,1.4,,
-70.20372,44.13457,1488,Deer Rips,6.2,Hydro,6.2,,
-70.20938,44.15285,1491,Gulf Island,23.2,Hydro,23.2,,
-69.8658,45.4592,1492,Harris,87.4,Hydro,87.4,,
-70.7969,43.8525,1493,Hiram,11.6,Hydro,11.6,,
