X,Y,code,plant_name,capacity_mw,fuel_src_primary,primary_output,fuel_src_secondary,secondary_output
-116.5781,33.934,50690,San Gorgonio Westwinds II LLC,43.4,Wind,43.4,,
-117.9381,33.6942,50696,Plant No 1,7.2,Biomass,7.2,,
-68.4649,45.1868,50699,Pumpkin Hill,1,Hydro,1,,
-123.1153,47.4706,50700,Lilliwaup Falls Generating,1.4,Hydro,1.4,,
-70.81089,43.22698,50702,Salmon Falls,1.2,Hydro,1.2,,
-70.84083,43.25111,50704,Somersworth Lower Great Dam,1.2,Hydro,1.2,,
-104.7736,40.0986,50707,JM Shafer Generating Station,263,Natural Gas,263,,
-104.6863,40.4406,50709,Thermo Greeley,30.1,Natural Gas,30.1,,
-147.82207,64.85417,50711,University of Alaska Fairbanks,18.7,Coal,9.1,Petroleum,9.6
-121.6516,37.7341,50712,Altamont Pass Windplant,332.5,Wind,332.5,,
-73.1961,44.0703,50713,Huntington Falls,5.5,Hydro,5.5,,
-114.46256,42.95438,50718,Notch Butte Hydro,1,Hydro,1,,
-89.5167,40.6817,50721,Tazewell Gas Recovery,2.4,Biomass,2.4,,
-88.1486,41.8108,50722,BP Naperville Cogeneration Facility,7,Natural Gas,7,,
-79.8819,40.3097,50729,Clairton Works,22,Other Fossil Gasses,22,,
-86.9212,33.4885,50730,Fairfield Works,80,Other Fossil Gasses,80,,
-79.8564,40.3925,50732,Mon Valley Works,57.9,Other Fossil Gasses,57.9,,
-87.32894,41.62243,50733,Gary Works,161,Other Fossil Gasses,161,,
-71.82225,41.71245,50736,Exeter Energy LP,26,Other,26,,
-71.1967,43.83583,50739,Pinetree Power Tamworth,20,Wood,20,,
-71.24742,44.63284,50741,Pontook Hydro Facility,10.5,Hydro,10.5,,
-73.8792,40.6492,50743,Starrett City Cogen Facility,17,Natural Gas,11,Petroleum,6
-75.60096,43.08034,50744,Sterling Power Plant,55.9,Natural Gas,54.8,Petroleum,1.1
-121.9272,37.4058,50748,Agnews Power Plant,30.3,Natural Gas,30.3,,
-120.36408,36.17032,50750,Coalinga Cogeneration Facility,6.4,Natural Gas,6.4,,
-118.9644,35.4206,50751,Southeast Kern River Cogen,26.8,Natural Gas,26.8,,
-119.7075,35.43861,50752,South Belridge Cogeneration Facility,57,Natural Gas,57,,
-118.27639,35.04389,50754,Oak Creek Energy Systems I,34.5,Wind,34.5,,
-120.81494,38.14958,50755,New Hogan Power Plant,2.8,Hydro,2.8,,
-70.02416,43.95745,50758,Pejepscot Hydroelectric Project,13.1,Hydro,13.1,,
-75.62058,43.98289,50759,West End Dam Hydroelectric Project,4.2,Hydro,4.2,,
-115.2475,32.7842,50762,Ormesa IH,6.4,Geothermal,6.4,,
-119.7537,39.3939,50763,Steamboat 1,6.3,Geothermal,6.3,,
-118.55561,39.54754,50765,Stillwater Facility,62.2,Geothermal,40.4,Solar,21.8
-115.2568,32.8156,50766,Ormesa I,21.8,Geothermal,21.8,,
-75.21595,43.44247,50768,Forestport,0.6,Hydro,0.6,,
-85.2206,44.204,50770,Viking Energy of McBain,16.3,Wood,16.3,,
-76.8146,40.9172,50771,Viking Energy of Northumberland,16.2,Wood,16.2,,
-83.4167,44.68,50772,Viking Energy of Lincoln,16.3,Wood,16.3,,
-84.8182,30.3349,50774,Telogia Power,13.7,Wood,13.7,,
-75.8781,40.8556,50776,Panther Creek Energy Facility,83,Coal,83,,
-74.32716,40.46072,50799,Parlin Power Plant,116.6,Natural Gas,116.6,,
-72.0983,41.4336,50801,Uncasville Mill,1.3,Natural Gas,1.3,,
-81.5978,30.4178,50803,Seminole Mill,13,Natural Gas,13,,
-81.1586,32.1561,50804,Port Wentworth Mill,39,Wood,39,,
-79.5606,34.1497,50806,Florence Mill,103.3,Wood,103.3,,
-85.6211,30.14198,50807,Stone Container Panama City Mill,35.8,Wood,35.8,,
-92.7277,32.2752,50810,Stone Container Hodge,71.4,Wood,71.4,,
-81.86234,40.27971,50811,RockTenn Coshocton Mill,12,Wood,12,,
-77.2816,37.2914,50813,Hopewell Mill,40.7,Wood,40.7,,
-95.10773,29.8161,50815,Optim Energy Altura Cogen LLC,496.8,Natural Gas,496.8,,
-121.4322,37.7392,50818,Altech,10.5,Wind,10.5,,
-116.5206,34,50820,East Winds Project,4.2,Wind,4.2,,
-118.2572,35.05,50821,Mojave 16,30,Wind,30,,
-118.2572,35.05,50822,Mojave 17,25,Wind,25,,
-118.2564,35.05,50823,Mojave 18,30,Wind,30,,
-121.68781,47.44455,50827,Twin Falls Hydro,22.8,Hydro,22.8,,
-122.3822,37.9675,50831,Nove Power Plant,3,Biomass,3,,
-72.58279,42.1596,50832,Chicopee Hydroelectric Station,2.4,Hydro,2.4,,
-86.28905,44.2173,50835,TES Filer City Station,60,Coal,60,,
-118.23992,33.75924,50837,Southeast Refuel_source Recovery,28,Biomass,28,,
-90.6693,30.054,50846,Noranda Alumina LLC,106,Natural Gas,106,,
-122.26337,37.87033,50849,PE Berkeley,23,Natural Gas,23,,
-117.68091,33.98963,50850,OLS Energy Chino,29,Natural Gas,22.5,Other,6.5
-119.04792,34.16195,50851,OLS Energy Camarillo,28.3,Natural Gas,28.3,,
-74.13045,40.90534,50852,Elmwood Energy Holdings LLC,64.9,Natural Gas,64.9,,
-82.34047,27.9549,50858,Hillsborough County Refuel_source Recovery,42,Biomass,42,,
-76.6436,40.0711,50859,Lancaster County Refuel_source Recovery,32.4,Biomass,32.4,,
-85.69321,42.94957,50860,Kent County Waste to Energy Facility,15.7,Biomass,15.7,,
-120.8408,35.9359,50864,Sargent Canyon Cogeneration,30,Natural Gas,30,,
-120.8679,35.9515,50865,Salinas River Cogeneration,33,Natural Gas,33,,
-72.3773,43.344,50872,Wheelabrator Claremont Facility,4.5,Biomass,4.5,,
-71.5769,43.2866,50873,Wheelabrator Concord Facility,12,Biomass,12,,
-82.42118,27.94953,50875,McKay Bay Facility,18,Biomass,18,,
-118.06785,33.9249,50876,Wheelabrator Norwalk Energy,27.3,Natural Gas,27.3,,
-71.1219,42.7262,50877,Wheelabrator North Andover,30,Biomass,30,,
-71.7669,42.2214,50878,Wheelabrator Millbury Facility,40,Biomass,40,,
-76.17618,40.78238,50879,Wheelabrator Frackville Energy,42.5,Coal,42.5,,
-70.9804,42.447,50880,Wheelabrator Saugus,32,Biomass,32,,
-122.27925,40.42833,50881,Wheelabrator Shasta,56.4,Wood,56.4,,
-73.94234,41.27713,50882,Wheelabrator Westchester,51,Biomass,51,,
-73.2083,41.1625,50883,Wheelabrator Bridgeport,58,Biomass,58,,
-82.6741,27.8733,50884,"GCS Energy Recovery of Pinellas, Inc",58.1,Biomass,58.1,,
-75.1381,39.8733,50885,Wheelabrator Gloucester LP,12,Biomass,12,,
-117.50424,47.62633,50886,Wheelabrator Spokane,22.7,Biomass,22.7,,
-80.1986,26.0687,50887,Wheelabrator South Broward,54,Biomass,54,,
-75.4792,40.6917,50888,Northampton Generating Company LP,112,Coal,112,,
-82.61827,35.77163,50890,Ivy River Hydro,1.2,Hydro,1.2,,
-116.31577,45.21778,50891,El Dorado Hydro Elk Creek,2.3,Hydro,2.3,,
-120.77851,38.78342,50892,Rock Creek LP,3,Hydro,3,,
-79.6653,40.68287,50893,FirstEnergy Allegheny Hydro Partners Ltd,6,Hydro,6,,
-79.57722,40.71639,50894,FirstEnergy Allegheny No 6 Hydro Partners,8,Hydro,8,,
-114.05746,42.56088,50895,Bypass,9.9,Hydro,9.9,,
-114.06754,42.5867,50896,S E Hazelton A,8.4,Hydro,8.4,,
-79.47898,40.8966,50897,Allegheny Hydro No 8,13.6,Hydro,13.6,,
-79.55068,40.95596,50898,Allegheny Hydro No 9,17.8,Hydro,17.8,,
-79.9947,37.79972,50900,Covington Facility,156.5,Coal,43,Wood,113.5
-86.86,40.4439,50903,Sagamore Plant Cogeneration,7.4,Coal,7.4,,
-88.3522,41.7128,50904,Fox Metro Water Reclamation District,2.2,Natural Gas,2.2,,
-106.62519,35.08408,50906,Ford Utilities Center,6.7,Natural Gas,6.7,,
-76.42517,43.34881,50907,Oswego County Energy Recovery,3.4,Biomass,3.4,,
-121.59984,45.4807,50917,Middle Fork Irrigation District,3.3,Hydro,3.3,,
-80.06958,42.14392,50920,Erie Coke,1,Other Fossil Gasses,1,,
-118.7206,44.4587,50921,Co-Gen LLC,7.5,Wood,7.5,,
-108.4278,45.8117,50931,Yellowstone Energy LP,52,Petroleum,52,,
-93.6089,41.6008,50932,Des Moines Wastewater Reclamation Fac,1.8,Biomass,1.8,,
-89.4205,45.6394,50933,Rhinelander Mill,12.3,Coal,6.3,Natural Gas,4
-86.8447,40.4175,50935,Caterpillar,12.7,Natural Gas,6.5,Petroleum,6.2
-88.5631,44.0611,50936,Winnebago County Landfill Gas,5.1,Biomass,5.1,,
-83.1919,42.5175,50937,William Beaumont Hospital,3.8,Petroleum,3.8,,
-123.1778,42.8489,50938,Galesville Project,1.8,Hydro,1.8,,
-111.8983,40.9872,50942,Lagoon Cogeneration Facility,1.5,Natural Gas,1.5,,
-123.67725,42.10434,50945,R & R Lumber,1.4,Wood,1.4,,
-81.9636,27.6364,50949,Hardee Power Station,358,Natural Gas,358,,
-110.3917,39.5472,50951,Sunnyside Cogen Associates,51,Coal,51,,
-87.6847,42.0242,50952,Saint Francis Hospital,1.6,Natural Gas,1.6,,
-70.93866,42.52175,50955,Rousselot Inc,6.3,Natural Gas,6.3,,
-84.7569,35.2964,50956,Bowater Newsprint Calhoun Operation,66,Wood,66,,
-74.26637,40.60126,50960,Union County Refuel_source Recovery,37.5,Biomass,37.5,,
-122.45625,40.97686,50961,Slate Creek,4,Hydro,4,,
-117.1464,32.7261,50963,Naval Hospital Medical Center,4.4,Natural Gas,4.4,,
-123.52473,40.6497,50964,Amedee Geothermal Venture I,2.2,Geothermal,2.2,,
-83.5042,41.6325,50965,Toledo Ref Power Recovery Train,6,Petroleum,6,,
-77.4317,37.4964,50966,Bellmeade Power Station,267,Natural Gas,267,,
-92.3328,38.9461,50969,MU Combined Heat and Power Plant,77,Coal,50.7,Natural Gas,22.8
-82.54834,27.48336,50971,Tropicana Products Bradent,31,Natural Gas,31,,
-112.14934,42.62597,50972,Marsh Valley Development,1.5,Hydro,1.5,,
-93.9569,29.8822,50973,Motiva Enterprises Port Arthur Refinery,215.4,Natural Gas,215.4,,
-79.8134,41.2691,50974,Scrubgrass Generating Company LP,84.3,Coal,84.3,,
-80.5125,27.0389,50976,Indiantown Cogeneration LP,330,Coal,330,,
-76.08239,43.06132,50978,Carr Street Generating Station,88.5,Natural Gas,88.5,,
-121.3297,44.03302,50980,Siphon Power Project,5.4,Hydro,5.4,,
-122.0394,38.2494,50985,Solano County Cogen Plant,2.8,Natural Gas,2.8,,
-114.53877,42.63248,50987,Rock Creek I,2,Hydro,2,,
-89.07592,42.29894,50989,Ingersoll Milling Machine,4.4,Natural Gas,4.4,,
-89.6328,44.9783,50990,Marathon Electric,2.6,Petroleum,2.6,,
-123.35914,42.96113,50993,Co-Gen II LLC,7.8,Wood,7.8,,
-108.4265,35.48829,50997,Gallup Refinery,5.8,Natural Gas,5.8,,
-70.9975,44.9439,50999,Aziscohos Hydroelectric Project,6.8,Hydro,6.8,,
-91.73333,29.90056,51008,"M. A. Patout & Son Limited, LLC",3,Biomass,3,,
-72.0572,44.2131,51026,Ryegate Power Station,20,Wood,20,,
-71.66891,42.00972,51030,Ocean State Power,218.6,Natural Gas,218.6,,
-74.51026,41.8596,51033,West Delaware Tunnel Plant,7,Hydro,7,,
-74.85062,43.04034,51034,Little Falls Hydro,3,Hydro,3,,
-73.6003,40.7139,51035,Hofstra University,2.2,Natural Gas,2.2,,
-73.1064,40.7869,51038,MacArthur Waste to Energy Facility,11,Biomass,11,,
-91.2325,30.3186,52006,LaO Energy Systems,479,Natural Gas,479,,
-78.53,36.6,52007,Mecklenburg Power Station,138,Coal,138,,
-81.76066,26.63155,52010,Lee County Solid Waste Energy,55,Biomass,55,,
-117.8557,39.9663,52015,Terra-Gen Dixie Valley,56,Geothermal,56,,
-87.5958,45.0975,52017,Menominee Acquisition,2.5,Coal,2.5,,
-77.14478,37.81822,52019,Doswell Energy Center,813.8,Natural Gas,813.8,,
-87.62847,41.83442,52021,ITT Cogen Facility,7,Natural Gas,7,,
-71.41,41.8103,52024,Rhode Island Hospital,10.4,Natural Gas,10.4,,
-70.9994,41.6731,52026,Dartmouth Power Associates LP,82.6,Natural Gas,82.6,,
-154.88836,19.47898,52028,Puna Geothermal Venture I,43,Geothermal,43,,
-89.975,29.6833,52031,Alliance Refinery,25,Natural Gas,25,,
-72.71032,44.28595,52033,Moretown Generating Station,0.3,Hydro,0.3,,
-87.85478,41.15461,52034,Bunge Oil,2.8,Natural Gas,2.8,,
-79.36821,39.80164,52036,Yough Hydro Power,12.2,Hydro,12.2,,
-113.3583,37.1854,52039,Quail Creek Hydro Plant #1,2.3,Hydro,2.3,,
-86.80383,36.1459,52048,Vanderbilt University Power Plant,19,Coal,11,Natural Gas,8
-81.8344,34.9953,52049,Clifton Dam 3 Power Station,1.2,Hydro,1.2,,
-77.2375,38.6892,52051,I 95 Municipal Landfill Phase I,3.2,Biomass,3.2,,
-94.10882,44.09269,52054,Rapidan Hydro Facility,6.4,Hydro,6.4,,
-73.5892,40.7264,52056,Nassau Energy Corp,55,Natural Gas,55,,
-74.98339,43.03358,52057,Herkimer,0.4,Hydro,0.4,,
-75.48705,44.70409,52058,Ogdensburg,1,Hydro,1,,
-72.6733,41.7631,52061,Hartford Hospital Cogeneration,9,Natural Gas,9,,
-122.1139,38.0314,52063,Martinez Sulfuric Acid Regeneration Plt,4,Other,4,,
-118.2347,33.8431,52064,Rhodia Dominguez Plant,3.5,Natural Gas,3.5,,
-95.27056,29.71977,52065,Rhodia Houston Plant,7.3,Other,7.3,,
-74.18099,40.91532,52068,Great Falls Hydro Project,0.9,Hydro,0.9,,
-96.56,28.65271,52069,Point Comfort Operations,58.7,Natural Gas,58.7,,
-97.0614,30.5681,52071,Sandow No 5,570,Coal,570,,
-80.54277,37.18044,52072,Radford Army Ammunition Plant,22.4,Coal,22.4,,
-118.4439,34.0692,52073,UCLA So Campus Cogen Project,36,Natural Gas,36,,
-119.6597,35.3161,52076,McKittrick Cogen,9.6,Natural Gas,9.6,,
-119.76694,35.66611,52077,Lost Hills Cogeneration Plant,8.1,Natural Gas,8.1,,
-119.5986,35.2761,52078,North Midway Cogen,9,Natural Gas,9,,
-119.6592,35.3639,52081,Cymric 31X Cogen,5.4,Natural Gas,5.4,,
-119.64343,35.3461,52082,Cymric 6Z Cogen,5.4,Natural Gas,5.4,,
-120.3828,36.2097,52083,Coalinga 6C Cogen,5.4,Natural Gas,5.4,,
-119.4706,35.1133,52085,Taft 26C Cogen,10.8,Natural Gas,10.8,,
-120.3972,36.1556,52086,Coalinga 25D Cogen,10.8,Natural Gas,10.8,,
-76.3083,36.775,52087,Elizabeth River Power Station,348,Natural Gas,348,,
-94.94383,29.3787,52088,Texas City Power Plant,451,Natural Gas,451,,
-80.765,37.3439,52089,Celanese Acetate LLC,27.2,Coal,27.2,,
-73.9822,40.6681,52091,New York Methodist Hospital,1.4,Natural Gas,1.4,,
-118.49488,34.38407,52096,Berry Placerita Cogen,39.2,Natural Gas,39.2,,
-117.9556,33.6433,52099,Plant No 2,14.4,Biomass,14.4,,
-119.6756,35.3633,52104,Cymric 36W Cogen,10.8,Natural Gas,10.8,,
-122.38972,37.93222,52105,Richmond Refinery TG800,30.4,Other Fossil Gasses,30.4,,
-75.2122,39.9058,52106,Philadelphia Refinery,19.5,Other Fossil Gasses,19.5,,
-118.9617,35.4406,52107,Kern River Eastridge Cogen,41.6,Natural Gas,41.6,,
-93.96578,29.86743,52108,Valero Energy Port Arthur Refinery,66,Natural Gas,26,Other Fossil Gasses,40
-122.3909,37.9418,52109,Richmond Cogen,100,Natural Gas,100,,
-121.2614,37.9128,52115,Ingredion Stockton,2.8,Natural Gas,2.8,,
-79.27696,37.10414,52118,Multitrade of Pittsylvania LP,83,Wood,83,,
-95.40748,28.99129,52120,Dow Chemical Texas Operation,532.2,Natural Gas,532.2,,
-102.75695,33.00994,52122,Wasson CO2 Removal Plant,15.4,Natural Gas,15.4,,
-108.8428,44.9806,52127,Elk Basin Gasoline Plant,1.6,Other Fossil Gasses,1.6,,
-87.4803,41.6703,52130,Whiting Refinery,88.6,Other Fossil Gasses,88.6,,
-94.92195,29.37816,52132,Power Station 4,172,Natural Gas,172,,
-100.8808,46.8492,52133,Tesoro Mandan Cogeneration Plant,8.4,Other Fossil Gasses,8.4,,
-119.7537,39.3939,52138,Steamboat 1A Power Plant,1.8,Geothermal,1.8,,
-86.4718,32.4187,52140,International Paper Prattville Mill,79.5,Wood,79.5,,
-118.2572,35.0506,52142,Mojave 4,29,Wind,29,,
-118.2572,35.05,52143,Mojave 3,23.5,Wind,23.5,,
-118.2572,35.05,52144,Mojave 5,22.5,Wind,22.5,,
-117.1436,32.6947,52147,C P Kelco San Diego Plant,26.6,Natural Gas,26.6,,
-78.6528,38.3836,52148,Elkton,2,Natural Gas,1.2,Petroleum,0.8
-75.30165,40.22045,52149,West Point,76.9,Natural Gas,71.2,Petroleum,5.7
-80.6397,33.8872,52151,International Paper Eastover Facility,103,Wood,103,,
-76.9128,36.6803,52152,International Paper Franklin Mill,74.1,Natural Gas,38,Wood,36.1
-122.68544,44.59752,52155,Lacomb Irrigation District,1,Hydro,1,,
-122.881,38.8339,52158,Aidlin Geothermal Power Plant,20,Geothermal,20,,
-118.4319,35.3111,52160,Victory Garden Phase IV LLC,22,Wind,22,,
-118.3547,35.0853,52161,Terra-Gen 251 Wind LLC,18.4,Wind,18.4,,
-118.3372,35.1011,52162,85 A,14.1,Wind,14.1,,
-118.3372,35.1011,52163,85 B,21.2,Wind,21.2,,
-118.3936,35.0908,52165,Helzel & Schwarzhoff 88 Wind Farm,1.8,Wind,1.8,,
-72.42281,42.15725,52166,Collins Facility,1.6,Hydro,1.6,,
-73.82444,40.86997,52168,Riverbay,37.5,Natural Gas,36,Petroleum,1.5
-119.6294,35.2269,52169,Midway Sunset Cogen,219,Natural Gas,219,,
-70.22929,44.08687,52171,Upper Barker,1,Hydro,1,,
-79.3657,40.46439,52173,Conemaugh Hydro Plant,4,Hydro,4,,
-118.8383,39.557,52174,Soda Lake Geothermal No I II,11.3,Geothermal,11.3,,
-93.3234,30.1826,52175,CITGO Refinery Powerhouse,34.3,Other Fossil Gasses,34.3,,
-101.42239,32.27318,52176,C R Wing Cogen Plant,212,Natural Gas,212,,
-151.3815,60.677,52184,Tesoro Kenai Cogeneration Plant,8.4,Natural Gas,8.4,,
-121.63985,39.13667,52186,Yuba City Cogen Partners,48.7,Natural Gas,48.7,,
-122.35025,44.39681,52187,Falls Creek,3.9,Hydro,3.9,,
-75.6343,39.5871,52193,Delaware City Plant,265,Natural Gas,130,Other Fossil Gasses,135
-117.0178,32.5983,52204,Otay,9.6,Biomass,9.6,,
-82.8443,32.5036,54004,Dublin Mill,84,Coal,44,Natural Gas,40
-111.40766,46.12061,54006,Broadwater Power Project,9.7,Hydro,9.7,,
-117.90613,34.03321,54015,MM West Covina,9.8,Biomass,9.8,,
-117.85571,34.20431,54017,San Gabriel Hydro Project,4.8,Hydro,4.8,,
-80.1581,26.2878,54033,Wheelabrator North Broward,56,Biomass,56,,
-73.74995,42.62533,54034,Rensselaer Cogen,80.4,Natural Gas,80.4,,
-77.6167,36.4364,54035,Roanoke Valley Energy Facililty I,165,Coal,165,,
-115.2637,32.7757,54038,Geo East Mesa II,18.5,Geothermal,18.5,,
-78.74497,43.16195,54041,Lockport Energy Associates LP,198.8,Natural Gas,198.8,,
-87.6524,41.8675,54044,University of Illinois Cogen Facility,55.7,Natural Gas,55.7,,
-71.40686,41.86153,54056,Pawtucket Power Associates,60,Natural Gas,60,,
-83.2131,42.1661,54057,Riverview Energy Systems,5.6,Biomass,5.6,,
-78.45425,42.08594,54076,Indeck Olean Energy Center,75.7,Natural Gas,75.7,,
-77.4308,37.4556,54081,Spruance Genco LLC,190,Coal,190,,
-70.23947,44.50627,54085,Androscoggin Mill,80,Wood,80,,
-79.30257,33.36019,54087,International Paper Georgetown Mill,88.9,Wood,88.9,,
-93.5562,32.1575,54091,Mansfield Mill,101.3,Natural Gas,29,Wood,72.3
-86.87091,32.42602,54096,International Paper Riverdale Mill,75,Natural Gas,75,,
-94.0696,33.2553,54097,International Paper Texarkana Mill,65,Wood,65,,
-88.2534,44.2826,54098,Kaukauna Paper Mill,44.6,Coal,12,Wood,32.6
-73.397,43.89144,54099,Ticonderoga Mill,41,Petroleum,41,,
-90.7742,32.5292,54100,International Paper Vicksburg Mill,38.5,Wood,38.5,,
-85.0951,31.166,54101,Georgia-Pacific Cedar Springs,90,Wood,90,,
-89.8672,44.3364,54103,Port Edwards Mill,6.6,Hydro,6.6,,
-94.1083,33.6417,54104,Ashdown,128,Wood,128,,
-115.5356,32.7144,54111,Second Imperial Geothermal,72.8,Geothermal,72.8,,
-73.7778,40.6417,54114,Kennedy International Airport Cogen,122.3,Natural Gas,122.3,,
-70.39067,44.11124,54123,Mechanic Falls,1.4,Hydro,1.4,,
-69.41199,44.72137,54124,Pittsfield,1.1,Hydro,1.1,,
-78.8539,43.0483,54131,Fortistar North Tonawanda,53.5,Natural Gas,53.5,,
-68.70437,45.64718,54134,Great Lakes Hydro America - ME,131.5,Hydro,131.5,,
-104.9138,39.6419,54142,Hillcrest Pump Station,2,Hydro,2,,
-79.4414,41.1764,54144,Piney Creek Project,32.5,Coal,32.5,,
-69.61916,44.56303,54148,Hydro Kennebec Project,15.4,Hydro,15.4,,
-73.12906,40.91683,54149,Stony Brook Cogen Plant,44.5,Natural Gas,44.5,,
-93.6394,42.0275,54201,Iowa State University,46.2,Coal,46.2,,
-70.21237,44.08796,54202,Upper Androscoggin,1.7,Hydro,1.7,,
-90.1797,32.3133,54203,Mississippi Baptist Medical Center,4,Natural Gas,4,,
-80.8176,41.2119,54207,ArcelorMittal Warren,19.1,Other Fossil Gasses,19.1,,
-97.06311,47.43756,54210,American Crystal Sugar Hillsboro,13.3,Coal,13.3,,
-96.76112,46.9026,54211,American Crystal Sugar Moorhead,5,Coal,5,,
-96.63337,47.76468,54212,American Crystal Sugar Crookston,6.5,Coal,6.5,,
-97.17608,48.59316,54213,American Crystal Sugar Drayton,6,Coal,6,,
-97.00715,47.9272,54214,American Crystal Sugar East Grand Forks,7.5,Coal,7.5,,
-86.35682,33.32811,54216,U S Alliance Coosa Pines,30.3,Natural Gas,12.5,Wood,17.8
-121.64037,40.90948,54219,Burney Mountain Power,9.8,Wood,9.8,,
-92.4656,44.02058,54224,Franklin Heating Station,27.5,Natural Gas,14.7,Petroleum,10
-71.0559,42.3436,54225,Gillette SBMC,14.2,Natural Gas,12.2,Petroleum,2
-72.0786,41.3315,54236,Pfizer Groton Plant,38.9,Natural Gas,38.9,,
-121.33043,37.94363,54238,Stockton Biomass,45,Wood,45,,
-81.5333,30.7917,54239,Naval Submarine Base Kings Bay,30,Petroleum,30,,
-92.6497,32.5256,54240,Louisiana Tech University Power Plant,6.4,Natural Gas,6.4,,
-116.55737,48.95955,54249,Smith Falls Hydro Project,20.1,Hydro,20.1,,
-75.05283,40.01399,54250,Newman,1.8,Natural Gas,1.8,,
-121.29881,44.49004,54251,Opal Springs Hydro,3.3,Hydro,3.3,,
-116.5347,33.9683,54258,Westwind Trust,16,Wind,16,,
-123.01119,38.72214,54261,Warm Springs Hydro Project,1.2,Hydro,1.2,,
-92.47982,44.09785,54262,Saint Marys Hospital Power Plant,14.9,Natural Gas,9.9,Petroleum,5
-81.53064,41.07334,54265,Akron Recycle Energy Plant,4,Wood,4,,
-121.72329,48.68018,54267,Koma Kulshan Associates,12.4,Hydro,12.4,,
-122.56,48.4708,54268,March Point Cogeneration,146.2,Natural Gas,146.2,,
-115.0117,36.0417,54271,Saguaro Power,101,Natural Gas,101,,
-79.0617,35.9069,54276,Univ of NC Chapel Hill Cogen Facility,32.3,Coal,28.7,Petroleum,3.6
-81.40786,31.74163,54281,Interstate Paper LLC Riceboro,14.5,Wood,14.5,,
-94.39286,35.48449,54283,Lee Creek Water Treatment Facility,1.3,Hydro,1.3,,
-92.86774,44.76025,54285,Hastings City Hydroelectric,4,Hydro,4,,
-86.2118,39.7398,54286,Rolls Royce,4,Biomass,4,,
-84.3889,33.7533,54290,Inforum,1.3,Petroleum,1.3,,
-97.26097,27.88359,54291,Sherwin Alumina,24,Other,24,,
-93.1139,44.8256,54294,West Group Data Center,2.4,Petroleum,2.4,,
-118.0131,33.90695,54296,Biola University,2.2,Natural Gas,2.2,,
-118.3417,35.0583,54298,Coram Energy LLC (ECT),7.5,Wind,7.5,,
-118.3417,35.075,54299,Coram Energy LLC,3,Wind,3,,
-118.3083,35.0583,54300,CTV Power Purchase Contract Trust,4.6,Wind,4.6,,
-73.0356,42.00778,54301,Colebrook Hydroelectric,2.8,Hydro,2.8,,
-73.0194,41.98861,54302,Goodwin Hydroelectric,3.2,Hydro,3.2,,
-77.3147,38.2667,54304,Birchwood Power,238.3,Coal,238.3,,
-166.5539,53.8575,54305,Westward Seafoods,6.6,Petroleum,6.6,,
-114.17472,42.62889,54306,Wilson Lake Hydroelectric Project,8.4,Hydro,8.4,,
-123.52315,40.19982,54308,Three Forks Water Power Project,1.2,Hydro,1.2,,
-77.9905,33.9397,54316,Archer Daniels Midland Southport,45,Natural Gas,45,,
-109.7542,41.5933,54318,General Chemical,30,Coal,30,,
-94.2142,29.9728,54321,Goodyear Beaumont Chemical Plant,29,Natural Gas,29,,
-81.99252,33.48788,54322,Sibley Mill,2.1,Hydro,2.1,,
-84.395,33.75917,54323,CNN Center,12.8,Petroleum,12.8,,
-71.6701,42.0099,54324,Ocean State Power II,218.6,Natural Gas,218.6,,
-118.3792,34.1717,54327,Toyon Power Station,3.4,Biomass,3.4,,
-95.63825,29.72602,54330,Westhollow Technology Center,3.7,Natural Gas,3.7,,
-76.87884,40.95501,54333,Bucknell University,4.8,Natural Gas,4.8,,
-81.7756,40.9692,54335,Morton Salt Rittman,1.5,Coal,1.5,,
-117.1619,32.71,54337,NRG Energy San Diego,1.6,Natural Gas,1.6,,
-97.86701,26.26968,54338,Rio Grande Valley Sugar Growers,18.9,Petroleum,1.4,Biomass,17.5
-83.5189,45.1025,54340,Norway Point Hydropower Project,4,Hydro,4,,
-83.5025,45.0933,54341,Four Mile Hydropower Project,2,Hydro,2,,
-83.4381,45.0717,54342,Ninth Street Hydropower Project,1.2,Hydro,1.2,,
-119.0069,36.4156,54343,Terminus Hydroelectric Project,20,Hydro,20,,
-82.4389,27.9389,54347,Howard F Curren Advncd Wastewater Plant,2.5,Biomass,2.5,,
-114.8783,36.2253,54349,Nevada Cogen Associates 2 Black Mountain,85,Natural Gas,85,,
-114.92069,36.34323,54350,Nevada Cogen Assoc#1 GarnetVly,89.1,Natural Gas,89.1,,
-73.1875,44.49,54355,Chace Mill Winooski One,7.5,Hydro,7.5,,
-81.95308,33.32826,54358,International Paper Augusta Mill,79.3,Wood,79.3,,
-88.8697,39.7703,54360,PPG Industries Works 14,4.7,Petroleum,4.7,,
-81.6292,35.3264,54363,PPG Industries Shelby NC Works,2.8,Petroleum,2.8,,
-98.4931,33.9133,54364,PPG Industries Works 4,6,Petroleum,6,,
-81.82506,27.87082,54365,Orange Cogeneration Facility,110.6,Natural Gas,110.6,,
-119.0102,35.417,54371,Oildale Energy LLC,39,Natural Gas,39,,
-105.2692,40.00759,54372,University of Colorado,31,Natural Gas,31,,
-72.0219,42.0736,54373,Southbridge Energy Center LLC,6.5,Natural Gas,6.5,,
-107.10972,41.77952,54374,Sinclair Oil Refinery,7.1,Natural Gas,6,Petroleum,1.1
